,gender,age_range,age,race,charges,prior_arrest,compas_score,score_numeric
4946,Male,Less than 25,20,African-American,Aggrav Battery w/Deadly Weapon,0,High,6
4947,Male,Less than 25,21,African-American,Battery,3,High,8
4948,Male,25 - 45,29,Caucasian,Possession Of Heroin,1,Low,2
4949,Male,Greater than 45,46,Caucasian,"Poss3,4 Methylenedioxymethcath",4,Low,1
4950,Male,Less than 25,24,African-American,Pos Cannabis W/Intent Sel/Del,0,Low,5
4951,Female,Greater than 45,51,Hispanic,Battery,2,Low,1
4952,Male,Greater than 45,57,African-American,DUI Level 0.15 Or Minor In Veh,8,Low,2
4953,Male,25 - 45,33,African-American,Felony Driving While Lic Suspd,4,Low,4
4954,Male,Less than 25,22,African-American,,0,Low,4
4955,Male,Less than 25,23,African-American,Unauth Poss ID Card or DL,4,High,6
4956,Male,25 - 45,29,African-American,Possession of Cocaine,5,High,4
4957,Female,Greater than 45,55,Caucasian,,0,Low,1
4958,Male,Less than 25,22,Caucasian,Battery,0,Low,5
4959,Male,Greater than 45,56,Hispanic,Battery,10,Low,1
4960,Female,25 - 45,33,Caucasian,Battery,1,Medium,3
4961,Male,25 - 45,27,Other,Crim Use of Personal ID Info,0,Low,4
4962,Male,25 - 45,31,Hispanic,Operating W/O Valid License,1,Low,1
4963,Male,Less than 25,20,Caucasian,Possession Of Alprazolam,0,Medium,5
4964,Male,25 - 45,40,African-American,Fleeing Or Attmp Eluding A Leo,3,High,5
4965,Male,Greater than 45,48,Other,Viol Injunct Domestic Violence,0,Low,1
4966,Female,25 - 45,33,Caucasian,Battery,0,Low,1
4967,Male,25 - 45,32,African-American,Sexual Battery / Vict 12 Yrs +,10,Medium,5
4968,Male,Greater than 45,68,African-American,arrest case no charge,1,Low,1
4969,Male,Less than 25,24,African-American,Battery,1,Low,4
4970,Male,25 - 45,32,African-American,arrest case no charge,1,Low,2
4971,Male,Less than 25,19,African-American,Grand Theft in the 3rd Degree,2,Medium,8
4972,Male,Greater than 45,56,Hispanic,Possession Of Alprazolam,4,Low,1
4973,Male,Less than 25,23,African-American,Uttering a Forged Instrument,6,High,8
4974,Male,25 - 45,27,African-American,Possession Of Methamphetamine,5,High,6
4975,Female,Greater than 45,52,Caucasian,Battery,0,Low,1
4976,Female,Less than 25,21,Caucasian,Grand Theft in the 3rd Degree,0,Medium,5
4977,Male,25 - 45,39,Caucasian,Possession of Cocaine,17,Medium,5
4978,Male,25 - 45,25,African-American,arrest case no charge,1,Low,6
4979,Male,25 - 45,42,African-American,Felony Battery w/Prior Convict,6,High,8
4980,Male,25 - 45,29,Caucasian,Driving License Suspended,1,Low,2
4981,Male,25 - 45,33,Caucasian,Battery,3,Low,1
4982,Male,25 - 45,38,Caucasian,Battery,2,Low,2
4983,Male,25 - 45,32,Caucasian,Crlty Twrd Child Urge Oth Act,10,Medium,3
4984,Female,25 - 45,29,African-American,Aggravated Assault W/Dead Weap,1,Low,2
4985,Female,Less than 25,20,African-American,Uttering a Forged Instrument,1,Medium,6
4986,Female,25 - 45,27,African-American,Battery,1,Low,2
4987,Male,Less than 25,23,Other,Possess Cannabis/20 Grams Or Less,0,Medium,4
4988,Male,25 - 45,39,African-American,Deliver Cocaine,16,High,6
4989,Male,25 - 45,41,African-American,,0,Medium,7
4990,Male,Less than 25,23,Caucasian,Battery,4,Medium,4
4991,Male,Greater than 45,58,African-American,Possession of Cocaine,10,Low,2
4992,Male,25 - 45,42,African-American,Possession of Cannabis,9,Medium,4
4993,Male,Greater than 45,52,Hispanic,Driving While License Revoked,3,Low,3
4994,Male,25 - 45,26,Caucasian,Grand Theft (Motor Vehicle),1,Low,4
4995,Male,Greater than 45,53,Caucasian,Possession of Cocaine,3,N/A,4
4996,Male,25 - 45,27,Caucasian,Dealing in Stolen Property,1,Low,2
4997,Male,Greater than 45,47,Asian,Battery,0,Low,1
4998,Male,25 - 45,33,Caucasian,arrest case no charge,1,Low,2
4999,Male,25 - 45,33,African-American,Grand Theft in the 3rd Degree,2,High,9
5000,Male,25 - 45,28,African-American,arrest case no charge,1,Low,2
5001,Male,Less than 25,23,African-American,Battery,0,Low,4
5002,Male,Greater than 45,45,Caucasian,arrest case no charge,0,Low,1
5003,Male,25 - 45,25,African-American,arrest case no charge,4,High,6
5004,Male,25 - 45,32,African-American,False Imprisonment,0,Low,1
5005,Male,25 - 45,34,Hispanic,Grand Theft in the 3rd Degree,14,High,9
5006,Male,25 - 45,25,Caucasian,,0,Medium,4
5007,Female,Less than 25,21,African-American,Crim Use of Personal ID Info,0,Low,4
5008,Male,Less than 25,23,African-American,Grand Theft in the 3rd Degree,0,Low,4
5009,Female,25 - 45,29,Caucasian,Battery,0,Low,2
5010,Male,25 - 45,38,African-American,arrest case no charge,19,High,5
5011,Female,25 - 45,29,African-American,Grand Theft in the 3rd Degree,1,Medium,3
5012,Male,25 - 45,29,Caucasian,Poss Of Controlled Substance,0,Low,2
5013,Male,25 - 45,40,Caucasian,,0,Low,1
5014,Male,25 - 45,27,African-American,Possession Burglary Tools,6,High,9
5015,Male,25 - 45,25,Caucasian,Disorderly Intoxication,0,Low,2
5016,Male,25 - 45,34,African-American,arrest case no charge,1,Medium,4
5017,Female,25 - 45,31,Caucasian,arrest case no charge,2,Medium,4
5018,Male,Less than 25,21,African-American,Grand Theft in the 3rd Degree,2,High,9
5019,Male,25 - 45,30,African-American,arrest case no charge,8,High,9
5020,Male,25 - 45,41,African-American,Grand Theft in the 3rd Degree,0,Medium,1
5021,Male,25 - 45,38,Caucasian,arrest case no charge,11,High,10
5022,Male,Greater than 45,59,African-American,Possession of Cocaine,8,Low,2
5023,Male,Less than 25,21,Caucasian,Battery,1,Low,7
5024,Male,Greater than 45,61,African-American,,0,Low,1
5025,Female,25 - 45,33,African-American,arrest case no charge,6,Low,4
5026,Male,25 - 45,39,African-American,Driving Under The Influence,0,Low,1
5027,Male,25 - 45,27,African-American,Felony Petit Theft,6,Low,2
5028,Male,Greater than 45,53,Caucasian,arrest case no charge,2,Low,1
5029,Female,Less than 25,22,Caucasian,Uttering a Forged Instrument,0,Low,4
5030,Female,25 - 45,31,Caucasian,arrest case no charge,1,Medium,2
5031,Male,Less than 25,21,Caucasian,DUI Property Damage/Injury,0,Low,4
5032,Male,25 - 45,29,African-American,Possession Burglary Tools,3,Low,3
5033,Male,25 - 45,30,African-American,Felony Battery (Dom Strang),0,Low,2
5034,Male,25 - 45,34,Caucasian,Leaving Scene Accident w/Death,2,Low,1
5035,Male,25 - 45,43,Caucasian,Uttering a Forged Instrument,4,Medium,1
5036,Male,Less than 25,21,African-American,Pos Cannabis W/Intent Sel/Del,2,High,9
5037,Female,Less than 25,24,Caucasian,Obtain Control Substance By Fraud,2,High,4
5038,Male,25 - 45,34,African-American,Grand Theft in the 3rd Degree,3,High,6
5039,Male,25 - 45,34,African-American,Driving While License Revoked,0,Low,1
5040,Male,Less than 25,23,Caucasian,Pos Cannabis W/Intent Sel/Del,7,High,5
5041,Male,Less than 25,22,Caucasian,Grand Theft in the 3rd Degree,2,High,6
5042,Male,Greater than 45,45,African-American,Viol Injunction Protect Dom Vi,13,Medium,6
5043,Male,Less than 25,23,Caucasian,False Imprisonment,0,High,9
5044,Male,25 - 45,34,African-American,Felony Petit Theft,6,Medium,3
5045,Female,25 - 45,40,Caucasian,Grand Theft in the 3rd Degree,5,High,3
5046,Female,Less than 25,23,African-American,Felony Petit Theft,0,Medium,6
5047,Male,25 - 45,39,African-American,arrest case no charge,3,Low,3
5048,Female,25 - 45,26,African-American,Aggrav Battery w/Deadly Weapon,5,Medium,6
5049,Female,25 - 45,26,Caucasian,Driving Under The Influence,0,Low,2
5050,Male,Less than 25,21,African-American,Battery,0,Low,6
5051,Male,25 - 45,30,Caucasian,Tampering with a Victim,3,Low,3
5052,Male,25 - 45,44,Caucasian,Grand Theft (Motor Vehicle),0,Low,1
5053,Male,Less than 25,21,African-American,Burglary Dwelling Armed,1,Medium,8
5054,Male,Less than 25,23,African-American,Lewdness Violation,0,Low,5
5055,Male,25 - 45,34,Hispanic,,0,Low,1
5056,Male,25 - 45,35,Hispanic,Assault,1,Low,2
5057,Female,Greater than 45,49,African-American,Felony Driving While Lic Suspd,1,Low,1
5058,Male,Less than 25,23,African-American,Grand Theft in the 3rd Degree,3,High,8
5059,Male,25 - 45,32,Caucasian,Possession of Cocaine,4,Medium,4
5060,Male,Less than 25,24,African-American,Possession of Cocaine,1,Medium,7
5061,Female,Less than 25,21,African-American,arrest case no charge,1,Low,5
5062,Female,25 - 45,37,Caucasian,False Ownership Info/Pawn Item,7,Medium,2
5063,Female,Less than 25,21,African-American,Battery,1,Medium,6
5064,Male,25 - 45,28,Caucasian,arrest case no charge,2,Low,3
5065,Male,25 - 45,42,Caucasian,Battery,2,Low,5
5066,Male,Less than 25,23,Other,Carrying Concealed Firearm,7,Medium,8
5067,Female,Less than 25,24,African-American,Felony Driving While Lic Suspd,2,Medium,4
5068,Male,25 - 45,31,Caucasian,Possession of Cocaine,0,Medium,6
5069,Male,Less than 25,24,African-American,Prostitution/Lewd Act Assignation,2,High,9
5070,Male,Less than 25,24,Caucasian,Susp Drivers Lic 1st Offense,2,Medium,6
5071,Male,25 - 45,25,African-American,arrest case no charge,1,Low,3
5072,Female,25 - 45,44,Caucasian,Battery,0,Low,1
5073,Male,Greater than 45,55,African-American,arrest case no charge,12,Low,1
5074,Male,25 - 45,33,African-American,Battery,1,Low,1
5075,Male,25 - 45,26,African-American,Resist/Obstruct W/O Violence,24,High,10
5076,Male,Less than 25,20,Caucasian,Grand Theft (Motor Vehicle),0,Medium,7
5077,Male,25 - 45,28,Caucasian,arrest case no charge,9,Medium,8
5078,Male,25 - 45,27,African-American,arrest case no charge,1,Medium,4
5079,Male,25 - 45,26,Caucasian,Viol Prot Injunc Repeat Viol,3,Low,3
5080,Male,25 - 45,35,Hispanic,Viol Injunct Domestic Violence,0,Low,1
5081,Male,Greater than 45,45,Caucasian,Burglary Unoccupied Dwelling,4,Low,1
5082,Male,25 - 45,26,Caucasian,Grand Theft in the 3rd Degree,1,Low,3
5083,Male,Less than 25,21,Hispanic,,0,High,9
5084,Female,25 - 45,27,African-American,Battery,0,Low,3
5085,Male,Less than 25,20,Other,arrest case no charge,4,High,10
5086,Male,Greater than 45,46,Caucasian,Possession of Cocaine,0,Low,1
5087,Male,25 - 45,28,Caucasian,Tamper With Witness/Victim/CI,1,Low,3
5088,Female,25 - 45,38,Caucasian,Battery,1,Medium,4
5089,Male,Greater than 45,55,Caucasian,Resist Officer w/Violence,10,Medium,3
5090,Female,25 - 45,44,Caucasian,,0,Low,1
5091,Female,25 - 45,32,Hispanic,Battery,0,Low,1
5092,Male,25 - 45,35,Caucasian,arrest case no charge,5,Medium,8
5093,Male,Less than 25,24,Caucasian,Possession of Cocaine,0,High,4
5094,Female,Less than 25,24,African-American,Exposes Culpable Negligence,0,Medium,5
5095,Male,25 - 45,26,African-American,Burglary Conveyance Armed,3,Low,3
5096,Female,25 - 45,38,African-American,Viol Prot Injunc Repeat Viol,0,Low,1
5097,Female,Greater than 45,62,Caucasian,Felony/Driving Under Influence,2,Low,1
5098,Male,25 - 45,27,African-American,Burglary Conveyance Unoccup,7,High,6
5099,Male,Greater than 45,48,African-American,arrest case no charge,6,Low,2
5100,Female,25 - 45,31,Caucasian,Possession of Cocaine,2,Low,1
5101,Male,25 - 45,28,African-American,Battery,5,Medium,7
5102,Female,Less than 25,21,African-American,Grand Theft in the 3rd Degree,1,Medium,5
5103,Male,25 - 45,30,Hispanic,Agg Assault W/int Com Fel Dome,7,High,7
5104,Male,25 - 45,42,Caucasian,Viol Prot Injunc Repeat Viol,0,Low,2
5105,Female,25 - 45,25,African-American,Grand Theft in the 3rd Degree,0,Medium,5
5106,Male,25 - 45,25,Caucasian,Petit Theft,6,Medium,4
5107,Male,25 - 45,27,African-American,arrest case no charge,8,High,9
5108,Male,Greater than 45,55,Caucasian,Battery,0,Low,1
5109,Male,25 - 45,33,Hispanic,Obtain Property Worthless Check,0,Low,2
5110,Female,Greater than 45,47,Asian,,0,Low,1
5111,Male,25 - 45,25,African-American,Aggravated Battery / Pregnant,1,Low,4
5112,Male,25 - 45,40,African-American,arrest case no charge,5,Medium,7
5113,Male,Less than 25,21,African-American,Burglary Conveyance Unoccup,0,Low,6
5114,Male,Greater than 45,50,Caucasian,Possession of Cocaine,26,Medium,2
5115,Female,Greater than 45,46,Caucasian,DUI Level 0.15 Or Minor In Veh,0,Low,1
5116,Male,25 - 45,28,African-American,arrest case no charge,10,Medium,6
5117,Male,Less than 25,20,African-American,Possession of Cocaine,2,High,7
5118,Male,25 - 45,33,Native American,Aggravated Battery,9,Medium,9
5119,Male,25 - 45,31,African-American,arrest case no charge,10,High,6
5120,Female,Greater than 45,57,African-American,Resist/Obstruct W/O Violence,0,Low,1
5121,Male,25 - 45,25,African-American,Battery,0,Low,4
5122,Male,Less than 25,22,African-American,arrest case no charge,7,High,9
5123,Male,25 - 45,31,African-American,Burglary Dwelling Assault/Batt,3,Low,2
5124,Male,25 - 45,28,African-American,arrest case no charge,4,High,8
5125,Male,25 - 45,41,Caucasian,Possession of Cocaine,11,High,6
5126,Male,25 - 45,43,African-American,arrest case no charge,7,Low,3
5127,Female,25 - 45,25,Caucasian,Driving Under The Influence,0,Low,3
5128,Male,25 - 45,39,Hispanic,Battery,1,Low,2
5129,Male,Less than 25,23,African-American,Exposes Culpable Negligence,5,High,8
5130,Male,25 - 45,40,African-American,Felony Driving While Lic Suspd,1,Low,1
5131,Male,Less than 25,20,African-American,Burglary Structure Unoccup,0,Medium,7
5132,Male,25 - 45,35,African-American,Possess Cannabis/20 Grams Or Less,2,Medium,4
5133,Male,25 - 45,34,African-American,arrest case no charge,1,Low,1
5134,Male,25 - 45,27,Caucasian,Felony Petit Theft,18,High,10
5135,Male,25 - 45,25,African-American,Felony Battery (Dom Strang),15,High,9
5136,Male,25 - 45,37,Hispanic,arrest case no charge,1,Medium,3
5137,Female,25 - 45,38,African-American,Driving While License Revoked,3,Low,1
5138,Male,Less than 25,21,Caucasian,Possession of Cannabis,0,Medium,7
5139,Male,25 - 45,27,Caucasian,,0,Low,2
5140,Male,25 - 45,25,African-American,Battery,0,Low,2
5141,Male,Greater than 45,53,African-American,Petit Theft,6,Medium,3
5142,Female,Greater than 45,50,African-American,Aggrav Battery w/Deadly Weapon,4,Low,1
5143,Female,Less than 25,23,Caucasian,Battery,1,Medium,4
5144,Male,Greater than 45,45,African-American,Fail Register Vehicle,0,Low,1
5145,Male,25 - 45,27,African-American,Deliver Cocaine,2,Low,5
5146,Male,Greater than 45,52,Caucasian,Felony Petit Theft,6,Low,5
5147,Male,Less than 25,22,Other,Grand Theft in the 3rd Degree,0,Medium,6
5148,Male,25 - 45,27,Caucasian,Susp Drivers Lic 1st Offense,0,Low,3
5149,Male,25 - 45,29,African-American,Possession of Cannabis,5,High,7
5150,Male,25 - 45,38,African-American,Battery,1,Low,1
5151,Female,Greater than 45,54,Caucasian,arrest case no charge,2,Low,1
5152,Male,25 - 45,26,African-American,arrest case no charge,1,High,10
5153,Male,25 - 45,37,African-American,Deliver Cocaine,23,High,6
5154,Male,25 - 45,36,African-American,Battery,25,High,3
5155,Male,25 - 45,28,African-American,Deliver Cannabis,18,High,7
5156,Male,25 - 45,27,African-American,Battery,0,Low,2
5157,Male,Less than 25,22,African-American,arrest case no charge,1,Medium,9
5158,Male,Greater than 45,49,African-American,arrest case no charge,1,Low,1
5159,Male,Less than 25,20,Caucasian,Burglary Unoccupied Dwelling,0,High,9
5160,Male,25 - 45,36,African-American,Driving While License Revoked,11,Medium,3
5161,Female,25 - 45,26,African-American,arrest case no charge,2,High,8
5162,Female,25 - 45,41,Caucasian,Aggravated Battery,0,Low,1
5163,Male,25 - 45,26,Hispanic,Battery on Law Enforc Officer,9,Medium,5
5164,Female,25 - 45,43,African-American,Battery,1,Medium,1
5165,Male,Less than 25,22,Hispanic,Susp Drivers Lic 1st Offense,1,Low,4
5166,Male,25 - 45,40,Caucasian,arrest case no charge,9,High,6
5167,Male,25 - 45,29,Caucasian,Susp Drivers Lic 1st Offense,8,High,4
5168,Male,Less than 25,21,African-American,Fleeing Or Attmp Eluding A Leo,7,High,10
5169,Male,25 - 45,25,Caucasian,Counterfeit Lic Plates/Sticker,4,Medium,4
5170,Male,Less than 25,22,Other,False Imprisonment,0,Low,4
5171,Male,25 - 45,33,Caucasian,Possession of Hydromorphone,0,Low,1
5172,Male,25 - 45,26,African-American,Poss Cocaine/Intent To Del/Sel,7,Medium,6
5173,Female,25 - 45,27,African-American,Battery,0,Low,3
5174,Male,25 - 45,35,African-American,Pos Cannabis W/Intent Sel/Del,1,Low,1
5175,Male,Greater than 45,57,Caucasian,Battery on a Person Over 65,0,Low,1
5176,Male,25 - 45,27,African-American,Susp Drivers Lic 1st Offense,3,Low,4
5177,Male,25 - 45,37,Hispanic,Battery,3,Low,1
5178,Female,25 - 45,31,African-American,arrest case no charge,3,Medium,3
5179,Male,25 - 45,36,African-American,Poss Cocaine/Intent To Del/Sel,26,High,4
5180,Female,25 - 45,32,Other,Viol Injunct Domestic Violence,0,Low,2
5181,Male,Greater than 45,50,Caucasian,Aggrav Battery w/Deadly Weapon,1,Low,1
5182,Male,Greater than 45,52,Caucasian,arrest case no charge,1,Low,1
5183,Male,Less than 25,24,African-American,Battery,1,Low,4
5184,Male,25 - 45,38,African-American,Aggrav Battery w/Deadly Weapon,0,Low,3
5185,Male,25 - 45,26,African-American,Tamper With Victim,1,Low,4
5186,Male,Greater than 45,54,African-American,arrest case no charge,11,High,3
5187,Male,Greater than 45,71,Caucasian,Felony Driving While Lic Suspd,13,Low,1
5188,Male,25 - 45,27,African-American,Poss Pyrrolidinovalerophenone W/I/D/S,9,Medium,3
5189,Female,25 - 45,39,Caucasian,Possession of Cocaine,1,Low,1
5190,Male,25 - 45,34,Other,Driving License Suspended,1,Low,2
5191,Male,Less than 25,23,Other,Battery,0,High,5
5192,Male,Greater than 45,46,African-American,Battery,8,Low,5
5193,Female,25 - 45,36,African-American,Battery on Law Enforc Officer,5,Medium,4
5194,Male,Greater than 45,55,African-American,Grand Theft in the 3rd Degree,0,Low,1
5195,Female,25 - 45,27,African-American,Felony Driving While Lic Suspd,4,Medium,4
5196,Male,25 - 45,33,Hispanic,arrest case no charge,1,Low,3
5197,Male,Greater than 45,45,African-American,,0,Low,1
5198,Male,25 - 45,27,Caucasian,Grand Theft in the 3rd Degree,0,Low,3
5199,Male,Less than 25,22,African-American,arrest case no charge,3,Medium,5
5200,Male,25 - 45,31,African-American,Aggravated Assault W/Dead Weap,0,Medium,9
5201,Male,Less than 25,23,African-American,Carrying Concealed Firearm,2,Low,4
5202,Male,25 - 45,39,Hispanic,Battery,1,Low,1
5203,Male,Less than 25,20,African-American,arrest case no charge,1,Medium,7
5204,Female,25 - 45,31,African-American,Uttering a Forged Instrument,10,High,4
5205,Male,Less than 25,24,Caucasian,arrest case no charge,8,High,9
5206,Male,Less than 25,23,Other,Grand Theft in the 3rd Degree,0,Low,4
5207,Female,25 - 45,37,Caucasian,Tampering With Physical Evidence,2,High,2
5208,Male,25 - 45,25,African-American,Operating W/O Valid License,0,Medium,7
5209,Male,25 - 45,26,Caucasian,Possession of Cannabis,0,Low,3
5210,Female,Less than 25,24,African-American,arrest case no charge,1,Low,3
5211,Male,25 - 45,29,Hispanic,Driving While License Revoked,0,Low,2
5212,Female,Less than 25,24,African-American,Grand Theft in the 3rd Degree,0,Medium,4
